Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,Light Grey + Black,CR4-81,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,Light Grey + Gold,CR4-82,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,Light Grey+OldCopper,CR4-83,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,Light Grey + Chrome,CR4-84,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,Light Grey+Old Brass,CR4-85,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,White + Black,CR4-86,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,White + Chrome,CR4-87,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,White + Gold,CR4-88,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,White + Old Copper,CR4-89,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,64cm - 4 Hooks,Oil Colour + Hooks Colour,White + Old Brass,CR4-90,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Clear Oil + Black,CR4-91,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Clear + Gold,CR4-92,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Clear + Old Copper,CR4-93,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Clear Oil + Chrome,CR4-94,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Clear + Old Brass,CR4-95,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Old Oak + Black,CR4-96,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Old Oak + Gold,CR4-97,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Old Oak + Old Copper,CR4-98,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Old Oak + Chrome,CR4-99,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-1,,,,,,Size,76cm - 5 Hooks,Oil Colour + Hooks Colour,Old Oak + Old Brass,CR4-100,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,"SOLID OAK Coat Rack with Shelf, Handmade Wooden Entryway Furniture Cast Iron Hooks, Towel Hanger Wall mounted, rail hook porte manteau mural - Part 2","Coat Rack made from solid natural oak, with shelf and classical hooks can be perfect finishing touch to your hallway, kitchen or bathroom.
Regardless of your home decor – modern or traditional one, our classic design Coat Racks, with variety of oil colours will fit right into it. 
Our Coat Racks are handmade to order, so can be adjusted to fit your need exactly, just order a shelf which is the next size up to your needs and leave us a note on order. 

DIMENTIONS:
HIGHT: 17cm
DEPTH: 10cm
LENGHT:
2 Hooks – 40cm
3 Hooks – 52cm
4 Hooks – 64cm
5 Hooks – 76cm
6 Hooks – 88cm
7 Hooks – 98cm
8 Hooks – 110cm
9 Hooks – 120cm
10 Hooks – 130cm
11 Hooks – 140cm
12 Hooks – 150cm.

INSTALLATION:
Our Coat Rack will be supplied fully assembled. We will provide fixings suitable for solid wall.

Every Coat Rack is unique as every bit of oak is having its own character including different oak colours and small knots.",CraftWoodFurniture,"Natural_Oak,Solid_Oak,Handmade,Coat_Rack,With_Shelf,Entryway,Cast_Iron,Hooks,Hallway,Utility_Room,Bedroom,Bathroom,Wall_mounted",TRUE,,,,,,,,,,,,,,,,,FALSE,active
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-coat-rack-with-shelf-handmade-wooden-entryway-furniture-cast-iron-hooks-towel-hanger-wall--part-2,,,,,,,,,,,,,,,,,,,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,Solid Oak Mantel Beam -All Sizes Oiled Pre-Drilled Free Fixings Fireplace Mantelpiece Wood Lintel Log Burner Mantle Shelf Rustic Wooden Aged - Part 1,"Our Oak Mantel Beams are crafted to order, thus available in a variety of sizes and lengths - shall you need custom length please send a message with your requirements. We offer three different styles of finishing: sanded, lightly worked or heavily worked.

#NAME?
#NAME?
#NAME?

WHAT YOU WILL BE RECEIVING:

#NAME?
#NAME?
#NAME?

Our products are hand planed and sanded, therefore finished size can deviate up to 1/3"".

Please note, oak beams are natural products and comes with its own cracks, shakes, splits, knocks and other individual characteristics. Changes on appearance on some small level may continue until oak has fully settled. These are not considered as defects, we trust it will add a hint of nature to your home. 

Product color is generally light oak, although it is not uncommon for it to be with some slightly darker shades.

As all beams are made to order we generally get them dispatched within 5 working days, but if you require your order before a certain date please get in touch to check we can meet your deadline prior to ordering.",CraftWoodFurniture,"Oak_Mantle,Oak_Mantel,Lintel,Mantle_Shelf,Oak_Mantle_Beam,Oak_Mantel_Fireplace,Oak_Mantel_Beam,Mantel_Shelf,Floating_Shelf,eichenbalken,viga_madera,Traditional_Beam,mensola_camino",TRUE,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,3ft (91.4cm),MantleBeam1-1,0,shopify,0,continue,manual,20,TRUE,TRUE,https://i.etsystatic.com/19500261/r/il/be99d1/5356975516/il_fullxfull.5356975516_72tx.jpg,1,Solid Oak Mantel Beam -All Sizes Oiled Pre-Drilled Free Fixings Fireplace Mantelpiece Wood Lintel Log Burner Mantle Shelf Rustic Wooden Aged,FALSE,active
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,3.5ft (106.7cm),MantleBeam1-2,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,4ft (121.9cm),MantleBeam1-3,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,4.5ft (137.2cm),MantleBeam1-4,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,5ft (152.4cm),MantleBeam1-5,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,5.5ft (167.6cm),MantleBeam1-6,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,6ft (182.9cm),MantleBeam1-7,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x4"" (7.6x10.2cm)",Beam Lenght,6.5ft (198.1cm),MantleBeam1-8,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,3ft (91.4cm),MantleBeam1-9,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,3.5ft (106.7cm),MantleBeam1-10,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,4ft (121.9cm),MantleBeam1-11,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,4.5ft (137.2cm),MantleBeam1-12,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,5ft (152.4cm),MantleBeam1-13,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,5.5ft (167.6cm),MantleBeam1-14,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,6ft (182.9cm),MantleBeam1-15,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x5"" (7.6x12.7cm)",Beam Lenght,6.5ft (198.1cm),MantleBeam1-16,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,3ft (91.4cm),MantleBeam1-17,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,3.5ft (106.7cm),MantleBeam1-18,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,4ft (121.9cm),MantleBeam1-19,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,4.5ft (137.2cm),MantleBeam1-20,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,5ft (152.4cm),MantleBeam1-21,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,5.5ft (167.6cm),MantleBeam1-22,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,6ft (182.9cm),MantleBeam1-23,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"3""x6"" (7.6x15.2cm)",Beam Lenght,6.5ft (198.1cm),MantleBeam1-24,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,3ft (91.4cm),MantleBeam1-25,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,3.5ft (106.7cm),MantleBeam1-26,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,4ft (121.9cm),MantleBeam1-27,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,4.5ft (137.2cm),MantleBeam1-28,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,5ft (152.4cm),MantleBeam1-29,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,5.5ft (167.6cm),MantleBeam1-30,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,6ft (182.9cm),MantleBeam1-31,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x4"" (10.2x10.2cm)",Beam Lenght,6.5ft (198.1cm),MantleBeam1-32,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,3ft (91.4cm),MantleBeam1-33,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,3.5ft (106.7cm),MantleBeam1-34,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,4ft (121.9cm),MantleBeam1-35,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,4.5ft (137.2cm),MantleBeam1-36,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,5ft (152.4cm),MantleBeam1-37,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,5.5ft (167.6cm),MantleBeam1-38,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,6ft (182.9cm),MantleBeam1-39,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x5"" (10.2x12.7cm)",Beam Lenght,6.5ft (198.1cm),MantleBeam1-40,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,3ft (91.4cm),MantleBeam1-41,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,3.5ft (106.7cm),MantleBeam1-42,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,4ft (121.9cm),MantleBeam1-43,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,4.5ft (137.2cm),MantleBeam1-44,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,5ft (152.4cm),MantleBeam1-45,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,5.5ft (167.6cm),MantleBeam1-46,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,6ft (182.9cm),MantleBeam1-47,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"4""x6"" (10.2x15.2cm)",Beam Lenght,6.5ft (198.1cm),MantleBeam1-48,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,3ft (91.4cm),MantleBeam1-49,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,3.5ft (106.7cm),MantleBeam1-50,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,4ft (121.9cm),MantleBeam1-51,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,4.5ft (137.2cm),MantleBeam1-52,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,5ft (152.4cm),MantleBeam1-53,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,5.5ft (167.6cm),MantleBeam1-54,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,6ft (182.9cm),MantleBeam1-55,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
solid-oak-mantel-beam-all-sizes-oiled-pre-drilled-free-fixings-fireplace-mantelpiece-wood-lintel-log-part-1,,,,,,Beam Size (Front Side x Top Side),"5""x3"" (12.7x7.6cm)",Beam Lenght,6.5ft (198.1cm),MantleBeam1-56,0,shopify,0,continue,manual,20,TRUE,TRUE,,,,,
